Region,Council,Ward,Total_Pop,Male_Pop,Female_Pop
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Ukonga,84184,41263,42921
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Pugu,60369,28454,31915
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Msongola,94923,44947,49976
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kitunda,42259,20142,22117
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Chanika,75271,35564,39707
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kivule,88273,41632,46641
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Gongolamboto,63043,30868,32175
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Majohe,115118,54915,60203
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Zingiziwa,73334,34482,38852
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Buyuni,86484,40519,45965
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Pugu Station,47436,22715,24721
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Mzinga,45989,21549,24440
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kipunguni,45174,21423,23751
DAR ES SALAAM,Temeke Municipal Council,Miburani,29351,14631,14720
DAR ES SALAAM,Temeke Municipal Council,Azimio,63836,31586,32250
DAR ES SALAAM,Temeke Municipal Council,Tandika,39340,19329,20011
DAR ES SALAAM,Temeke Municipal Council,Sandali,42010,21181,20829
DAR ES SALAAM,Temeke Municipal Council,Temeke,21752,10835,10917
DAR ES SALAAM,Temeke Municipal Council,Chang'ombe,14418,7276,7142
DAR ES SALAAM,Temeke Municipal Council,Keko,26427,13849,12578
DAR ES SALAAM,Temeke Municipal Council,Kurasini,8852,4822,4030
DAR ES SALAAM,Temeke Municipal Council,Mtoni,44713,22550,22163
DAR ES SALAAM,Temeke Municipal Council,Buza,71190,34261,36929
DAR ES SALAAM,Temeke Municipal Council,Makangarawe,50872,24775,26097
DAR ES SALAAM,Temeke Municipal Council,Yombo Vituka,77082,37301,39781
DAR ES SALAAM,Temeke Municipal Council,Kilakala,37711,18950,18761
DAR ES SALAAM,Temeke Municipal Council,Kijichi,69085,33157,35928
DAR ES SALAAM,Temeke Municipal Council,Mbagala Kuu,74925,36140,38785
DAR ES SALAAM,Temeke Municipal Council,Toangoma,127234,60535,66699
DAR ES SALAAM,Temeke Municipal Council,Mianzini,72630,35119,37511
DAR ES SALAAM,Temeke Municipal Council,Kibondemaji,43351,21342,22009
DAR ES SALAAM,Temeke Municipal Council,Chamazi,203327,95910,107417
DAR ES SALAAM,Temeke Municipal Council,Kilungule,70420,34073,36347
DAR ES SALAAM,Temeke Municipal Council,Charambe,38587,18835,19752
DAR ES SALAAM,Temeke Municipal Council,Mbagala,46217,22451,23766
DAR ES SALAAM,Temeke Municipal Council,Kiburugwa,73344,36229,37115
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Kigamboni,24810,12940,11870
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Tungi,30785,15342,15443
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Mjimwema,54859,26522,28337
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Kibada,28188,13565,14623
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Vijibweni,71861,34627,37234
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Kimbiji,10729,5580,5149
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Pembamnazi,13323,6927,6396
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Somangila,52187,25435,26752
DAR ES SALAAM,KIGAMBONI MUNICIPAL COUNCIL,Kisarawe II,31160,15462,15698
DAR ES SALAAM,Ubungo Municipal Council,Ubungo,44340,21738,22602
DAR ES SALAAM,Ubungo Municipal Council,Sinza,31396,14759,16637
DAR ES SALAAM,Ubungo Municipal Council,Manzese,62251,31209,31042
DAR ES SALAAM,Ubungo Municipal Council,Makurumla,50677,24990,25687
DAR ES SALAAM,Ubungo Municipal Council,Mburahati,26215,12974,13241
DAR ES SALAAM,Ubungo Municipal Council,Mabibo,74887,36813,38074
DAR ES SALAAM,Ubungo Municipal Council,Makuburi,50866,24356,26510
DAR ES SALAAM,Ubungo Municipal Council,Kimara,96995,45577,51418
DAR ES SALAAM,Ubungo Municipal Council,Saranga,145274,67753,77521
DAR ES SALAAM,Ubungo Municipal Council,Msigani,82988,39525,43463
DAR ES SALAAM,Ubungo Municipal Council,Kwembe,93457,44684,48773
DAR ES SALAAM,Ubungo Municipal Council,Kibamba,43191,20349,22842
DAR ES SALAAM,Ubungo Municipal Council,Mbezi,143803,68369,75434
DAR ES SALAAM,Ubungo Municipal Council,Goba,140572,66829,73743
LINDI,KILWA DISTRICT COUNCIL,Kikole,6448,3252,3196
LINDI,KILWA DISTRICT COUNCIL,Kivinje,32362,15539,16823
LINDI,KILWA DISTRICT COUNCIL,Songosongo,5600,3173,2427
LINDI,KILWA DISTRICT COUNCIL,Masoko,21519,10455,11064
LINDI,KILWA DISTRICT COUNCIL,Kiranjeranje,16375,8143,8232
LINDI,KILWA DISTRICT COUNCIL,Mandawa,17160,8531,8629
LINDI,KILWA DISTRICT COUNCIL,Lihimalyao,13767,6687,7080
LINDI,KILWA DISTRICT COUNCIL,Pande,15038,7235,7803
LINDI,KILWA DISTRICT COUNCIL,Likawage,6917,3310,3607
LINDI,KILWA DISTRICT COUNCIL,Nanjirinji,16979,8624,8355
LINDI,KILWA DISTRICT COUNCIL,Chumo,11424,5401,6023
LINDI,KILWA DISTRICT COUNCIL,Kipatimu,16154,7884,8270
LINDI,KILWA DISTRICT COUNCIL,Kandawale,6165,3088,3077
LINDI,KILWA DISTRICT COUNCIL,Kibata,11344,5439,5905
LINDI,KILWA DISTRICT COUNCIL,Namayuni,8606,4122,4484
LINDI,KILWA DISTRICT COUNCIL,Tingi,13817,6640,7177
LINDI,KILWA DISTRICT COUNCIL,Miteja,7301,3595,3706
LINDI,KILWA DISTRICT COUNCIL,Mingumbi,11016,5338,5678
LINDI,KILWA DISTRICT COUNCIL,Kinjumbi,11587,5583,6004
LINDI,KILWA DISTRICT COUNCIL,Somanga,18549,8838,9711
LINDI,KILWA DISTRICT COUNCIL,Njinjo,11488,5576,5912
LINDI,KILWA DISTRICT COUNCIL,Mitole,3102,1558,1544
LINDI,KILWA DISTRICT COUNCIL,Miguruwe,14958,7332,7626
LINDI,MTAMA DISTRICT COUNCIL,Pangatena,6992,3267,3725
LINDI,MTAMA DISTRICT COUNCIL,Navanga,5129,2491,2638
LINDI,MTAMA DISTRICT COUNCIL,Sudi,8127,3816,4311
LINDI,MTAMA DISTRICT COUNCIL,Nachunyu,9753,4635,5118
LINDI,MTAMA DISTRICT COUNCIL,Kiwalala,16446,7869,8577
LINDI,MTAMA DISTRICT COUNCIL,Mnolela,16260,7785,8475
LINDI,MTAMA DISTRICT COUNCIL,Nahukahuka,6886,3329,3557
LINDI,MTAMA DISTRICT COUNCIL,Nyangamara,9440,4486,4954
LINDI,MTAMA DISTRICT COUNCIL,Mandwanga,13035,6254,6781
LINDI,MTAMA DISTRICT COUNCIL,Longa,3500,1694,1806
LINDI,MTAMA DISTRICT COUNCIL,Mtumbya,2234,1097,1137
LINDI,MTAMA DISTRICT COUNCIL,Majengo,8324,3939,4385
LINDI,MTAMA DISTRICT COUNCIL,Namangale,7404,3577,3827
LINDI,MTAMA DISTRICT COUNCIL,Mtama,5422,2575,2847
LINDI,MTAMA DISTRICT COUNCIL,Nyangao,11920,5626,6294
LINDI,MTAMA DISTRICT COUNCIL,Namupa,6274,3023,3251
LINDI,MTAMA DISTRICT COUNCIL,Nyengedi,6514,3148,3366
LINDI,MTAMA DISTRICT COUNCIL,Mtua,4236,2070,2166
LINDI,MTAMA DISTRICT COUNCIL,Mnara,11590,5479,6111
LINDI,MTAMA DISTRICT COUNCIL,Chiponda,7007,3265,3742
LINDI,LINDI MUNICIPAL COUNCIL,Ndoro,1672,822,850
LINDI,LINDI MUNICIPAL COUNCIL,Makonde,991,537,454
LINDI,LINDI MUNICIPAL COUNCIL,Mikumbi,1906,936,970
LINDI,LINDI MUNICIPAL COUNCIL,Mitandi,2463,1157,1306
LINDI,LINDI MUNICIPAL COUNCIL,Rahaleo,1888,861,1027
LINDI,LINDI MUNICIPAL COUNCIL,Mwenge,3290,1557,1733
LINDI,LINDI MUNICIPAL COUNCIL,Matopeni,3704,1732,1972
LINDI,LINDI MUNICIPAL COUNCIL,Wailes,2997,1424,1573
LINDI,LINDI MUNICIPAL COUNCIL,Nachingwea,3900,1840,2060
LINDI,LINDI MUNICIPAL COUNCIL,Rasbura,10087,4772,5315
LINDI,LINDI MUNICIPAL COUNCIL,Mtanda,6308,3014,3294
LINDI,LINDI MUNICIPAL COUNCIL,Jamhuri,4797,2340,2457
LINDI,LINDI MUNICIPAL COUNCIL,Msinjahili,4771,2377,2394
LINDI,LINDI MUNICIPAL COUNCIL,Chikonji,6341,3061,3280
LINDI,LINDI MUNICIPAL COUNCIL,Mbanja,3672,1861,1811
LINDI,LINDI MUNICIPAL COUNCIL,Kitumbikwela,5892,2790,3102
LINDI,LINDI MUNICIPAL COUNCIL,Mingoyo,8377,4018,4359
LINDI,LINDI MUNICIPAL COUNCIL,Mnazimmoja,9539,4523,5016
LINDI,LINDI MUNICIPAL COUNCIL,Ng'apa,8425,4037,4388
LINDI,LINDI MUNICIPAL COUNCIL,Tandangongoro,4076,2017,2059
LINDI,LINDI MUNICIPAL COUNCIL,Rutamba,12801,6212,6589
LINDI,LINDI MUNICIPAL COUNCIL,Milola,12516,6029,6487
LINDI,LINDI MUNICIPAL COUNCIL,Kiwawa,2778,1360,1418
LINDI,LINDI MUNICIPAL COUNCIL,Nangaru,5904,2826,3078
LINDI,LINDI MUNICIPAL COUNCIL,Matimba,5754,2755,2999
LINDI,LINDI MUNICIPAL COUNCIL,Mipingo,8542,4225,4317
LINDI,LINDI MUNICIPAL COUNCIL,Kitomanga,7045,3532,3513
LINDI,LINDI MUNICIPAL COUNCIL,Kilangala,8112,3913,4199
LINDI,LINDI MUNICIPAL COUNCIL,Mvuleni,4809,2394,2415
LINDI,LINDI MUNICIPAL COUNCIL,Kilolambwani,2913,1398,1515
LINDI,LINDI MUNICIPAL COUNCIL,Mchinga,7856,3758,4098
LINDI,NACHINGWEA DISTRICT COUNCIL,Kilimarondo,6717,3253,3464
LINDI,NACHINGWEA DISTRICT COUNCIL,Mbondo,11975,5985,5990
LINDI,NACHINGWEA DISTRICT COUNCIL,Kiegei,5874,2953,2921
LINDI,NACHINGWEA DISTRICT COUNCIL,Matekwe,5864,2992,2872
LINDI,NACHINGWEA DISTRICT COUNCIL,Lionja,6599,3264,3335
LINDI,NACHINGWEA DISTRICT COUNCIL,Namikango,5047,2502,2545
LINDI,NACHINGWEA DISTRICT COUNCIL,Nditi,5777,2871,2906
LINDI,NACHINGWEA DISTRICT COUNCIL,Ngunichile,5132,2500,2632
LINDI,NACHINGWEA DISTRICT COUNCIL,Ruponda,7050,3474,3576
LINDI,NACHINGWEA DISTRICT COUNCIL,Mnero Miembeni,10200,4962,5238
LINDI,NACHINGWEA DISTRICT COUNCIL,Namapwia,5604,2781,2823
LINDI,NACHINGWEA DISTRICT COUNCIL,Kipara Mnero,6013,2913,3100
LINDI,NACHINGWEA DISTRICT COUNCIL,Mkoka,8363,4086,4277
LINDI,NACHINGWEA DISTRICT COUNCIL,Chiola,6503,3136,3367
LINDI,NACHINGWEA DISTRICT COUNCIL,Mnero Ngongo,5500,2609,2891
LINDI,NACHINGWEA DISTRICT COUNCIL,Marambo,10621,5232,5389
LINDI,NACHINGWEA DISTRICT COUNCIL,Nambambo,4542,2176,2366
LINDI,NACHINGWEA DISTRICT COUNCIL,Kilimanihewa,3828,1794,2034
LINDI,NACHINGWEA DISTRICT COUNCIL,Nangowe,4635,2171,2464
LINDI,NACHINGWEA DISTRICT COUNCIL,Stesheni,12860,6278,6582
LINDI,NACHINGWEA DISTRICT COUNCIL,Namatula,5259,2512,2747
LINDI,NACHINGWEA DISTRICT COUNCIL,Mitumbati,5985,2925,3060
LINDI,NACHINGWEA DISTRICT COUNCIL,Ugawaji,10839,5118,5721
LINDI,NACHINGWEA DISTRICT COUNCIL,Boma,4073,1960,2113
LINDI,NACHINGWEA DISTRICT COUNCIL,Nachingwea Mjini,8537,4121,4416
LINDI,NACHINGWEA DISTRICT COUNCIL,Mpiruka,7470,3698,3772
LINDI,NACHINGWEA DISTRICT COUNCIL,Mkotokuyana,4020,1905,2115
LINDI,NACHINGWEA DISTRICT COUNCIL,Naipanga,5038,2430,2608
LINDI,NACHINGWEA DISTRICT COUNCIL,Naipingo,5562,2662,2900
LINDI,NACHINGWEA DISTRICT COUNCIL,Mtua,7544,3851,3693
LINDI,NACHINGWEA DISTRICT COUNCIL,Ndomoni,5845,2801,3044
LINDI,NACHINGWEA DISTRICT COUNCIL,Kipara Mtua,5913,3041,2872
LINDI,NACHINGWEA DISTRICT COUNCIL,Nang'ondo,7600,3806,3794
LINDI,NACHINGWEA DISTRICT COUNCIL,Mchonda,2935,1473,1462
LINDI,NACHINGWEA DISTRICT COUNCIL,Chiumbati Shuleni,5458,2646,2812
LINDI,NACHINGWEA DISTRICT COUNCIL,Raha leo,2873,1398,1475
LINDI,LIWALE DISTRICT COUNCIL,Mlembwe,3935,1957,1978
LINDI,LIWALE DISTRICT COUNCIL,Makata,6812,3279,3533
LINDI,LIWALE DISTRICT COUNCIL,Barikiwa,5320,2594,2726
LINDI,LIWALE DISTRICT COUNCIL,Mkutano,2379,1180,1199
LINDI,LIWALE DISTRICT COUNCIL,Liwale Mjini,11731,5624,6107
LINDI,LIWALE DISTRICT COUNCIL,Mihumo,7014,3423,3591
LINDI,LIWALE DISTRICT COUNCIL,Ngongowele,5131,2649,2482
LINDI,LIWALE DISTRICT COUNCIL,Mbaya,9018,4421,4597
LINDI,LIWALE DISTRICT COUNCIL,Kimambi,3818,1871,1947
LINDI,LIWALE DISTRICT COUNCIL,Mpigamiti,3171,1547,1624
LINDI,LIWALE DISTRICT COUNCIL,Mangirikiti,6302,3079,3223
LINDI,LIWALE DISTRICT COUNCIL,Nangando,13098,6256,6842
LINDI,LIWALE DISTRICT COUNCIL,Likongowele,14242,6743,7499
LINDI,LIWALE DISTRICT COUNCIL,Kichonda,5647,2819,2828
LINDI,LIWALE DISTRICT COUNCIL,Lilombe,6669,3768,2901
LINDI,LIWALE DISTRICT COUNCIL,Kiangara,5647,2912,2735
LINDI,LIWALE DISTRICT COUNCIL,Kibutuka,5137,2578,2559
LINDI,LIWALE DISTRICT COUNCIL,Nangano,3711,1870,1841
LINDI,LIWALE DISTRICT COUNCIL,Mirui,6468,3340,3128
LINDI,LIWALE DISTRICT COUNCIL,Liwale 'B',11255,5616,5639
LINDI,RUANGWA DISTRICT COUNCIL,Mandawa,9868,4700,5168
LINDI,RUANGWA DISTRICT COUNCIL,Nambilanje,10687,5424,5263
LINDI,RUANGWA DISTRICT COUNCIL,Chibula,4056,2045,2011
LINDI,RUANGWA DISTRICT COUNCIL,Ruangwa,7557,3688,3869
LINDI,RUANGWA DISTRICT COUNCIL,Mbekenyera,16531,8373,8158
LINDI,RUANGWA DISTRICT COUNCIL,Namichiga,7129,3563,3566
LINDI,RUANGWA DISTRICT COUNCIL,Narungombe,6151,3002,3149
LINDI,RUANGWA DISTRICT COUNCIL,Makanjiro,4002,1992,2010
LINDI,RUANGWA DISTRICT COUNCIL,Likunja,10977,5351,5626
LINDI,RUANGWA DISTRICT COUNCIL,Chunyu,7638,3758,3880
LINDI,RUANGWA DISTRICT COUNCIL,Mandarawe,4613,2263,2350
LINDI,RUANGWA DISTRICT COUNCIL,Nachingwea,18343,8854,9489
LINDI,RUANGWA DISTRICT COUNCIL,Matambarale,7511,3802,3709
LINDI,RUANGWA DISTRICT COUNCIL,Mbwemkuru (Machang'anja),5052,2610,2442
LINDI,RUANGWA DISTRICT COUNCIL,Nkowe,6403,3135,3268
LINDI,RUANGWA DISTRICT COUNCIL,Malolo,9994,4913,5081
LINDI,RUANGWA DISTRICT COUNCIL,Luchelegwa,5558,2738,2820
LINDI,RUANGWA DISTRICT COUNCIL,Chienjele,11824,5903,5921
LINDI,RUANGWA DISTRICT COUNCIL,Mnacho,8261,3944,4317
LINDI,RUANGWA DISTRICT COUNCIL,Nandagala,7391,3570,3821
LINDI,RUANGWA DISTRICT COUNCIL,Nanganga,6671,3270,3401
LINDI,RUANGWA DISTRICT COUNCIL,Chinongwe,9356,4571,4785
MTWARA,MTWARA DISTRICT COUNCIL,Mahurunga,8950,4326,4624
MTWARA,MTWARA DISTRICT COUNCIL,Tangazo,7515,3541,3974
MTWARA,MTWARA DISTRICT COUNCIL,Madimba,11394,5331,6063
MTWARA,MTWARA DISTRICT COUNCIL,Ziwani,6741,3175,3566
MTWARA,MTWARA DISTRICT COUNCIL,Nanguruwe,8730,4145,4585
MTWARA,MTWARA DISTRICT COUNCIL,Mbawala,10061,4858,5203
MTWARA,MTWARA DISTRICT COUNCIL,Msanga Mkuu,7481,3499,3982
MTWARA,MTWARA DISTRICT COUNCIL,Msimbati,5715,2815,2900
MTWARA,MTWARA DISTRICT COUNCIL,Nalingu,5501,2668,2833
MTWARA,MTWARA DISTRICT COUNCIL,Moma,4483,2240,2243
MTWARA,MTWARA DISTRICT COUNCIL,Dihimba,8429,4026,4403
MTWARA,MTWARA DISTRICT COUNCIL,Muungano,3474,1665,1809
MTWARA,MTWARA DISTRICT COUNCIL,Lipwidi,4007,1966,2041
MTWARA,MTWARA DISTRICT COUNCIL,Mangopachanne,5473,2588,2885
MTWARA,MTWARA DISTRICT COUNCIL,Kitere,12169,5939,6230
MTWARA,MTWARA DISTRICT COUNCIL,Ndumbwe,7350,3485,3865
MTWARA,MTWARA DISTRICT COUNCIL,Mayanga,8042,4096,3946
MTWARA,MTWARA DISTRICT COUNCIL,Naumbu,11420,5351,6069
MTWARA,MTWARA DISTRICT COUNCIL,Libobe,8204,3947,4257
MTWARA,MTWARA DISTRICT COUNCIL,Mpapura,6831,3227,3604
MTWARA,MTWARA DISTRICT COUNCIL,Mkunwa,6534,3152,3382
MTWARA,NANYAMBA TOWN COUNCIL,Mnima,7358,3439,3919
MTWARA,NANYAMBA TOWN COUNCIL,Kitaya,9135,4353,4782
MTWARA,NANYAMBA TOWN COUNCIL,Kiromba,8315,3929,4386
MTWARA,NANYAMBA TOWN COUNCIL,Chawi,8742,4235,4507
MTWARA,NANYAMBA TOWN COUNCIL,Kiyanga,6866,3169,3697
MTWARA,NANYAMBA TOWN COUNCIL,Njengwa,8675,4034,4641
MTWARA,NANYAMBA TOWN COUNCIL,Nitekela,6227,2890,3337
MTWARA,NANYAMBA TOWN COUNCIL,Nanyamba,11336,5264,6072
MTWARA,NANYAMBA TOWN COUNCIL,Mtiniko,9372,4428,4944
MTWARA,NANYAMBA TOWN COUNCIL,Namtumbuka,5003,2328,2675
MTWARA,NANYAMBA TOWN COUNCIL,Milangominne,8298,3803,4495
MTWARA,NANYAMBA TOWN COUNCIL,Mbembaleo,8173,3838,4335
MTWARA,NANYAMBA TOWN COUNCIL,Mtimbwilimbwi,11536,5399,6137
MTWARA,NANYAMBA TOWN COUNCIL,Dinyecha,5471,2582,2889
MTWARA,NANYAMBA TOWN COUNCIL,Nyundo,5923,2788,3135
MTWARA,NANYAMBA TOWN COUNCIL,Mnongodi,5478,2716,2762
MTWARA,NANYAMBA TOWN COUNCIL,Hinju,6716,3045,3671
MTWARA,MTWARA MUNICIPAL COUNCIL,Majengo,3776,1721,2055
MTWARA,MTWARA MUNICIPAL COUNCIL,Chikongola,6190,2908,3282
MTWARA,MTWARA MUNICIPAL COUNCIL,Likombe,13743,6812,6931
MTWARA,MTWARA MUNICIPAL COUNCIL,Reli,2420,1232,1188
MTWARA,MTWARA MUNICIPAL COUNCIL,Shangani,10420,5087,5333
MTWARA,MTWARA MUNICIPAL COUNCIL,Vigaeni,3073,1473,1600
MTWARA,MTWARA MUNICIPAL COUNCIL,Chuno,9955,4725,5230
MTWARA,MTWARA MUNICIPAL COUNCIL,Ufukoni,22352,10561,11791
MTWARA,MTWARA MUNICIPAL COUNCIL,Rahaleo,4744,2215,2529
MTWARA,MTWARA MUNICIPAL COUNCIL,Naliendele,9738,4609,5129
MTWARA,MTWARA MUNICIPAL COUNCIL,Magomeni,25220,11813,13407
MTWARA,MTWARA MUNICIPAL COUNCIL,Mtawanya,7183,3433,3750
MTWARA,MTWARA MUNICIPAL COUNCIL,Tandika,9689,4566,5123
MTWARA,MTWARA MUNICIPAL COUNCIL,Jangwani,5979,2861,3118
MTWARA,MTWARA MUNICIPAL COUNCIL,Kisungule,1587,765,822
MTWARA,MTWARA MUNICIPAL COUNCIL,Mitengo,5790,2720,3070
MTWARA,MTWARA MUNICIPAL COUNCIL,Mtonya,2182,1022,1160
MTWARA,MTWARA MUNICIPAL COUNCIL,Magengeni,2731,1318,1413
MTWARA,NEWALA DISTRICT COUNCIL,Mikumbi,6523,3057,3466
MTWARA,NEWALA DISTRICT COUNCIL,Chihangu,7149,3314,3835
MTWARA,NEWALA DISTRICT COUNCIL,Nambali,7149,3287,3862
MTWARA,NEWALA DISTRICT COUNCIL,Mnyambe,8681,4120,4561
MTWARA,NEWALA DISTRICT COUNCIL,Chilangala,4168,1937,2231
MTWARA,NEWALA DISTRICT COUNCIL,Mkoma II,3040,1471,1569
MTWARA,NEWALA DISTRICT COUNCIL,Nandwahi,7612,3538,4074
MTWARA,NEWALA DISTRICT COUNCIL,Mnyeu,4189,1939,2250
MTWARA,NEWALA DISTRICT COUNCIL,Kitangari,8982,4234,4748
MTWARA,NEWALA DISTRICT COUNCIL,Chiwonga,6187,2818,3369
MTWARA,NEWALA DISTRICT COUNCIL,Maputi,7374,3436,3938
MTWARA,NEWALA DISTRICT COUNCIL,Muungano,6055,2726,3329
MTWARA,NEWALA DISTRICT COUNCIL,Mpwapwa,4312,1973,2339
MTWARA,NEWALA DISTRICT COUNCIL,Malatu,7811,3630,4181
MTWARA,NEWALA DISTRICT COUNCIL,Mchemo,6631,3029,3602
MTWARA,NEWALA DISTRICT COUNCIL,Mtopwa,6122,2791,3331
MTWARA,NEWALA DISTRICT COUNCIL,Chitekete,4170,1897,2273
MTWARA,NEWALA DISTRICT COUNCIL,Makukwe,7182,3344,3838
MTWARA,NEWALA DISTRICT COUNCIL,Mkwedu,7332,3356,3976
MTWARA,NEWALA DISTRICT COUNCIL,Mtunguru,7184,3222,3962
MTWARA,NEWALA DISTRICT COUNCIL,Mdimba Mpelepele,4162,1904,2258
MTWARA,NEWALA DISTRICT COUNCIL,Nakahako,4924,2283,2641
MTWARA,NEWALA TOWN COUNCIL,Luchingu,10503,4886,5617
MTWARA,NEWALA TOWN COUNCIL,Makote,6017,2723,3294
MTWARA,NEWALA TOWN COUNCIL,Mtonya,3963,1943,2020
MTWARA,NEWALA TOWN COUNCIL,Namiyonga,4178,1899,2279
MTWARA,NEWALA TOWN COUNCIL,Mnekachi,6703,3063,3640
MTWARA,NEWALA TOWN COUNCIL,Mahumbika,3735,1628,2107
MTWARA,NEWALA TOWN COUNCIL,Tulindane,6513,3012,3501
MTWARA,NEWALA TOWN COUNCIL,Julia,4160,1883,2277
MTWARA,NEWALA TOWN COUNCIL,Nangwala,9723,4577,5146
MTWARA,NEWALA TOWN COUNCIL,Makonga,8096,3603,4493
MTWARA,NEWALA TOWN COUNCIL,Mkulung'ulu,3872,1754,2118
MTWARA,NEWALA TOWN COUNCIL,Nanguruwe,8247,3942,4305
MTWARA,NEWALA TOWN COUNCIL,Mkunya,6998,3260,3738
MTWARA,NEWALA TOWN COUNCIL,Mcholi I,8655,4002,4653
MTWARA,NEWALA TOWN COUNCIL,Mcholi II,6954,3148,3806
MTWARA,NEWALA TOWN COUNCIL,Mtumachi,6032,2687,3345
MTWARA,MASASI DISTRICT COUNCIL,Chigugu,10004,4815,5189
MTWARA,MASASI DISTRICT COUNCIL,Mwena,6570,3158,3412
MTWARA,MASASI DISTRICT COUNCIL,Nanganga,12735,6229,6506
MTWARA,MASASI DISTRICT COUNCIL,Chiwata,6046,2933,3113
MTWARA,MASASI DISTRICT COUNCIL,Mpindimbi,8689,4215,4474
MTWARA,MASASI DISTRICT COUNCIL,Chikukwe,10715,5121,5594
MTWARA,MASASI DISTRICT COUNCIL,Nangoo,11325,5495,5830
MTWARA,MASASI DISTRICT COUNCIL,Chikundi,10324,4922,5402
MTWARA,MASASI DISTRICT COUNCIL,Ndanda,14328,6751,7577
MTWARA,MASASI DISTRICT COUNCIL,Namatutwe,15120,7610,7510
MTWARA,MASASI DISTRICT COUNCIL,Namajani,16079,7694,8385
MTWARA,MASASI DISTRICT COUNCIL,Mlingula,11092,5418,5674
MTWARA,MASASI DISTRICT COUNCIL,Chiwale,21466,10554,10912
MTWARA,MASASI DISTRICT COUNCIL,Lukuledi,13019,6332,6687
MTWARA,MASASI DISTRICT COUNCIL,Mpanyani,9473,4588,4885
MTWARA,MASASI DISTRICT COUNCIL,Msikisi,8172,4042,4130
MTWARA,MASASI DISTRICT COUNCIL,Chikunja,6423,3158,3265
MTWARA,MASASI DISTRICT COUNCIL,Mkululu,10118,4827,5291
MTWARA,MASASI DISTRICT COUNCIL,Namalenga,10062,4754,5308
MTWARA,MASASI DISTRICT COUNCIL,Lulindi,8423,3898,4525
MTWARA,MASASI DISTRICT COUNCIL,Namwanga,4886,2393,2493
MTWARA,MASASI DISTRICT COUNCIL,Mitesa,3085,1511,1574
MTWARA,MASASI DISTRICT COUNCIL,Sindano,6368,3185,3183
MTWARA,MASASI DISTRICT COUNCIL,Mchauru,12941,6371,6570
MTWARA,MASASI DISTRICT COUNCIL,Mnavira,7235,3499,3736
MTWARA,MASASI DISTRICT COUNCIL,Chikoropola,9529,4498,5031
MTWARA,MASASI DISTRICT COUNCIL,Makong’onda,6909,3369,3540
MTWARA,MASASI DISTRICT COUNCIL,Nanjota,5151,2461,2690
MTWARA,MASASI DISTRICT COUNCIL,Chiungutwa,9694,4681,5013
MTWARA,MASASI DISTRICT COUNCIL,Mbuyuni,10004,4755,5249
MTWARA,MASASI DISTRICT COUNCIL,Lipumburu,3459,1785,1674
MTWARA,MASASI DISTRICT COUNCIL,Mpeta,5871,2779,3092
MTWARA,MASASI DISTRICT COUNCIL,Lupaso,4938,2498,2440
MTWARA,MASASI DISTRICT COUNCIL,Mijelejele,4525,2164,2361
MTWARA,MASASI TOWN COUNCIL,Mwenge Mtapika,9289,4642,4647
MTWARA,MASASI TOWN COUNCIL,Temeke,13762,6629,7133
MTWARA,MASASI TOWN COUNCIL,Mkuti,14881,7137,7744
MTWARA,MASASI TOWN COUNCIL,Nyasa,12820,6050,6770
MTWARA,MASASI TOWN COUNCIL,Marika,5685,2783,2902
MTWARA,MASASI TOWN COUNCIL,Mkomaindo,7429,3476,3953
MTWARA,MASASI TOWN COUNCIL,Mtandi,9848,4637,5211
MTWARA,MASASI TOWN COUNCIL,Jida,11027,5322,5705
MTWARA,MASASI TOWN COUNCIL,Migongo,8355,3975,4380
MTWARA,MASASI TOWN COUNCIL,Sululu,12578,5880,6698
MTWARA,MASASI TOWN COUNCIL,Chanikanguo,6549,3155,3394
MTWARA,MASASI TOWN COUNCIL,Napupa,11310,5478,5832
MTWARA,MASASI TOWN COUNCIL,Mumbaka,6291,2982,3309
MTWARA,MASASI TOWN COUNCIL,Matawale,7761,3635,4126
MTWARA,TANDAHIMBA DISTRICT COUNCIL,Kitama 1,17252,8024,9228
