Region,Council,Ward,Total_Pop,Male_Pop,Female_Pop
MOROGORO,KILOSA DISTRICT COUNCIL,Masanze,10941,5639,5302
MOROGORO,KILOSA DISTRICT COUNCIL,Tindiga,14113,7301,6812
MOROGORO,KILOSA DISTRICT COUNCIL,Mikumi,31220,15575,15645
MOROGORO,KILOSA DISTRICT COUNCIL,Ruhembe,18626,9230,9396
MOROGORO,KILOSA DISTRICT COUNCIL,Kidodi,12123,5991,6132
MOROGORO,KILOSA DISTRICT COUNCIL,Vidunda,13628,7018,6610
MOROGORO,KILOSA DISTRICT COUNCIL,Malolo,13319,6791,6528
MOROGORO,KILOSA DISTRICT COUNCIL,Kisanga,19714,10184,9530
MOROGORO,KILOSA DISTRICT COUNCIL,Uleling'ombe,4787,2445,2342
MOROGORO,KILOSA DISTRICT COUNCIL,Ruaha,35067,17248,17819
MOROGORO,MOROGORO DISTRICT COUNCIL,Mkambalani,18388,9257,9131
MOROGORO,MOROGORO DISTRICT COUNCIL,Mikese,23637,11828,11809
MOROGORO,MOROGORO DISTRICT COUNCIL,Gwata,9798,5082,4716
MOROGORO,MOROGORO DISTRICT COUNCIL,Kidugalo,8939,4569,4370
MOROGORO,MOROGORO DISTRICT COUNCIL,Mkulazi,6617,3351,3266
MOROGORO,MOROGORO DISTRICT COUNCIL,Ngerengere,15509,7540,7969
MOROGORO,MOROGORO DISTRICT COUNCIL,Tununguo,11924,6166,5758
MOROGORO,MOROGORO DISTRICT COUNCIL,Matuli,8265,4212,4053
MOROGORO,MOROGORO DISTRICT COUNCIL,Kinole,13356,6686,6670
MOROGORO,MOROGORO DISTRICT COUNCIL,Kiroka,14307,6919,7388
MOROGORO,MOROGORO DISTRICT COUNCIL,Mkuyuni,14341,6810,7531
MOROGORO,MOROGORO DISTRICT COUNCIL,Tegetero,8528,4281,4247
MOROGORO,MOROGORO DISTRICT COUNCIL,Kibuko,6485,3198,3287
MOROGORO,MOROGORO DISTRICT COUNCIL,Tomondo,11503,5679,5824
MOROGORO,MOROGORO DISTRICT COUNCIL,Kibogwa,10929,5396,5533
MOROGORO,MOROGORO DISTRICT COUNCIL,Kibungo,6892,3437,3455
MOROGORO,MOROGORO DISTRICT COUNCIL,Kisemu,10317,4936,5381
MOROGORO,MOROGORO DISTRICT COUNCIL,Lundi,10773,5466,5307
MOROGORO,MOROGORO DISTRICT COUNCIL,Mtombozi,10247,5148,5099
MOROGORO,MOROGORO DISTRICT COUNCIL,Tawa,12166,5976,6190
MOROGORO,MOROGORO DISTRICT COUNCIL,Konde,7146,3562,3584
MOROGORO,MOROGORO DISTRICT COUNCIL,Kasanga,7364,3581,3783
MOROGORO,MOROGORO DISTRICT COUNCIL,Kolero,10360,5046,5314
MOROGORO,MOROGORO DISTRICT COUNCIL,Mvuha,21478,10612,10866
MOROGORO,MOROGORO DISTRICT COUNCIL,Selembala,8802,4390,4412
MOROGORO,MOROGORO DISTRICT COUNCIL,Bungu,4536,2238,2298
MOROGORO,MOROGORO DISTRICT COUNCIL,Bwakira Chini,31419,15520,15899
MOROGORO,MOROGORO DISTRICT COUNCIL,Bwakira Juu,6776,3289,3487
MOROGORO,MOROGORO DISTRICT COUNCIL,Kisaki,28414,14055,14359
MOROGORO,MOROGORO DISTRICT COUNCIL,Mngazi,13708,6663,7045
MOROGORO,MOROGORO DISTRICT COUNCIL,Singisa,14812,7359,7453
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Sabasaba,1764,900,864
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Uwanja wa Taifa,7476,3555,3921
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kiwanja cha Ndege,12328,5768,6560
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mji Mpya,7032,3381,3651
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kingo,2131,1074,1057
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mji Mkuu,3626,1832,1794
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Sultan Area,2382,1127,1255
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mafiga,12666,6089,6577
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mazimbu,19499,9191,10308
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mwembesongo,28328,13829,14499
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kichangani,24184,11615,12569
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kilakala,21758,10292,11466
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Boma,8183,4176,4007
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mlimani,5761,2831,2930
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mbuyuni,4893,2474,2419
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kingolwira,15823,7531,8292
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Bigwa,16623,7881,8742
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mzinga,1588,803,785
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kihonda,35579,16708,18871
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kauzeni,3225,1605,1620
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Luhungo,3170,1631,1539
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Magadu,5989,2935,3054
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mindu,22447,10824,11623
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Chamwino,28779,13956,14823
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Lukobe,56574,28050,28524
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mkundi,37713,18043,19670
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Kihonda Maghorofani,24887,11273,13614
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Mafisa,25171,12368,12803
MOROGORO,MOROGORO MUNICIPAL COUNCIL,Tungi,31830,15075,16755
MOROGORO,MLIMBA DISTRICT COUNCIL,Uchindile,3151,1694,1457
MOROGORO,MLIMBA DISTRICT COUNCIL,Masagati,11092,5815,5277
MOROGORO,MLIMBA DISTRICT COUNCIL,Utengule,20307,10255,10052
MOROGORO,MLIMBA DISTRICT COUNCIL,Kamwene,18169,9036,9133
MOROGORO,MLIMBA DISTRICT COUNCIL,Mlimba,23984,11540,12444
MOROGORO,MLIMBA DISTRICT COUNCIL,Kalengakelu,14411,7147,7264
MOROGORO,MLIMBA DISTRICT COUNCIL,Chisano,10418,5221,5197
MOROGORO,MLIMBA DISTRICT COUNCIL,Ching'anda,13527,6746,6781
MOROGORO,MLIMBA DISTRICT COUNCIL,Chita,27858,13980,13878
MOROGORO,MLIMBA DISTRICT COUNCIL,Mngeta,32409,16467,15942
MOROGORO,MLIMBA DISTRICT COUNCIL,Mchombe,29875,14843,15032
MOROGORO,MLIMBA DISTRICT COUNCIL,Igima,22336,11278,11058
MOROGORO,MLIMBA DISTRICT COUNCIL,Mbingu,15180,7671,7509
MOROGORO,MLIMBA DISTRICT COUNCIL,Mofu,18911,9624,9287
MOROGORO,MLIMBA DISTRICT COUNCIL,Namwawala,19167,9664,9503
MOROGORO,MLIMBA DISTRICT COUNCIL,Idete,11741,5966,5775
MOROGORO,IFAKARA TOWN COUNCIL,Kidatu,27463,13314,14149
MOROGORO,IFAKARA TOWN COUNCIL,Msolwa Station,9169,4492,4677
MOROGORO,IFAKARA TOWN COUNCIL,Sanje,12777,6306,6471
MOROGORO,IFAKARA TOWN COUNCIL,Mkula,10330,4979,5351
MOROGORO,IFAKARA TOWN COUNCIL,Mang'ula,6144,3005,3139
MOROGORO,IFAKARA TOWN COUNCIL,Mang'ula 'B',8642,4216,4426
MOROGORO,IFAKARA TOWN COUNCIL,Mwaya,28331,13600,14731
MOROGORO,IFAKARA TOWN COUNCIL,Kisawasawa,9250,4648,4602
MOROGORO,IFAKARA TOWN COUNCIL,Kiberege,17325,8774,8551
MOROGORO,IFAKARA TOWN COUNCIL,Signal,11351,5740,5611
MOROGORO,IFAKARA TOWN COUNCIL,Kibaoni,29550,14168,15382
MOROGORO,IFAKARA TOWN COUNCIL,Mbasa,19674,9425,10249
MOROGORO,IFAKARA TOWN COUNCIL,Katindiuka,7365,3662,3703
MOROGORO,IFAKARA TOWN COUNCIL,Michenga,9945,4901,5044
MOROGORO,IFAKARA TOWN COUNCIL,Lumemo,16893,8379,8514
MOROGORO,IFAKARA TOWN COUNCIL,Ifakara,13367,6260,7107
MOROGORO,IFAKARA TOWN COUNCIL,Lipangalala,14387,6898,7489
MOROGORO,IFAKARA TOWN COUNCIL,Mlabani,15706,7395,8311
MOROGORO,IFAKARA TOWN COUNCIL,Viwanjasitini,22755,10861,11894
MOROGORO,ULANGA DISTRICT COUNCIL,Ruaha,9319,4781,4538
MOROGORO,ULANGA DISTRICT COUNCIL,Chilombola,6074,3096,2978
MOROGORO,ULANGA DISTRICT COUNCIL,Sali,4663,2396,2267
MOROGORO,ULANGA DISTRICT COUNCIL,Euga,4646,2318,2328
MOROGORO,ULANGA DISTRICT COUNCIL,Mwaya,11617,5689,5928
MOROGORO,ULANGA DISTRICT COUNCIL,Lukande,8075,4405,3670
MOROGORO,ULANGA DISTRICT COUNCIL,Mbuga,17086,8446,8640
MOROGORO,ULANGA DISTRICT COUNCIL,Ilonga,6216,3007,3209
MOROGORO,ULANGA DISTRICT COUNCIL,Ketaketa,10290,5115,5175
MOROGORO,ULANGA DISTRICT COUNCIL,Msogezi,10906,5596,5310
MOROGORO,ULANGA DISTRICT COUNCIL,Vigoi,7448,3723,3725
MOROGORO,ULANGA DISTRICT COUNCIL,Mahenge Mjini,8625,4344,4281
MOROGORO,ULANGA DISTRICT COUNCIL,Isongo,4474,2255,2219
MOROGORO,ULANGA DISTRICT COUNCIL,Uponera,5014,2622,2392
MOROGORO,ULANGA DISTRICT COUNCIL,Mawasiliano,4076,1929,2147
MOROGORO,ULANGA DISTRICT COUNCIL,Nawenge,6601,3252,3349
MOROGORO,ULANGA DISTRICT COUNCIL,Minepa,24360,12044,12316
MOROGORO,ULANGA DISTRICT COUNCIL,Lupiro,22684,11121,11563
MOROGORO,ULANGA DISTRICT COUNCIL,Kichangani,10953,5509,5444
MOROGORO,ULANGA DISTRICT COUNCIL,Iragua,31787,15943,15844
MOROGORO,ULANGA DISTRICT COUNCIL,Milola,17981,8850,9131
MOROGORO,MALINYI DISTRICT COUNCIL,Kilosa Mpepo,15956,8077,7879
MOROGORO,MALINYI DISTRICT COUNCIL,Ngoheranga,19996,9966,10030
MOROGORO,MALINYI DISTRICT COUNCIL,Biro,18301,8936,9365
MOROGORO,MALINYI DISTRICT COUNCIL,Igawa,19236,9312,9924
MOROGORO,MALINYI DISTRICT COUNCIL,Malinyi,38714,19138,19576
MOROGORO,MALINYI DISTRICT COUNCIL,Sofi,26090,13077,13013
MOROGORO,MALINYI DISTRICT COUNCIL,Usangule,24592,12329,12263
MOROGORO,MALINYI DISTRICT COUNCIL,Mtimbira,22533,10996,11537
MOROGORO,MALINYI DISTRICT COUNCIL,Itete,21196,10825,10371
MOROGORO,MALINYI DISTRICT COUNCIL,Njiwa,18512,9186,9326
MOROGORO,MVOMERO DISTRICT COUNCIL,Bunduki,6464,3274,3190
MOROGORO,MVOMERO DISTRICT COUNCIL,Kikeo,8226,4017,4209
MOROGORO,MVOMERO DISTRICT COUNCIL,Langali,4522,2189,2333
MOROGORO,MVOMERO DISTRICT COUNCIL,Tchenzema,3964,1913,2051
MOROGORO,MVOMERO DISTRICT COUNCIL,Luale,7316,3627,3689
MOROGORO,MVOMERO DISTRICT COUNCIL,Mgeta,3789,1881,1908
MOROGORO,MVOMERO DISTRICT COUNCIL,Nyandira,7801,3753,4048
MOROGORO,MVOMERO DISTRICT COUNCIL,Mzumbe,19677,9462,10215
MOROGORO,MVOMERO DISTRICT COUNCIL,Mlali,23384,11576,11808
MOROGORO,MVOMERO DISTRICT COUNCIL,Doma,14358,7302,7056
MOROGORO,MVOMERO DISTRICT COUNCIL,Melela,8920,4413,4507
MOROGORO,MVOMERO DISTRICT COUNCIL,Homboza,8355,4226,4129
MOROGORO,MVOMERO DISTRICT COUNCIL,Lubungo,8488,4572,3916
MOROGORO,MVOMERO DISTRICT COUNCIL,Mangae,8795,4372,4423
MOROGORO,MVOMERO DISTRICT COUNCIL,Msongozi,5155,2603,2552
MOROGORO,MVOMERO DISTRICT COUNCIL,Mvomero,25654,12675,12979
MOROGORO,MVOMERO DISTRICT COUNCIL,Hembeti,11332,5634,5698
MOROGORO,MVOMERO DISTRICT COUNCIL,Maskati,9982,4964,5018
MOROGORO,MVOMERO DISTRICT COUNCIL,Kibati,18379,9200,9179
MOROGORO,MVOMERO DISTRICT COUNCIL,Dakawa,34810,17669,17141
MOROGORO,MVOMERO DISTRICT COUNCIL,Kinda,8313,4184,4129
MOROGORO,MVOMERO DISTRICT COUNCIL,Mkindo,15523,7846,7677
MOROGORO,MVOMERO DISTRICT COUNCIL,Pemba,14840,7606,7234
MOROGORO,MVOMERO DISTRICT COUNCIL,Sungaji,18450,9191,9259
MOROGORO,MVOMERO DISTRICT COUNCIL,Mhonda,19278,9456,9822
MOROGORO,MVOMERO DISTRICT COUNCIL,Diongoya,31421,15463,15958
MOROGORO,MVOMERO DISTRICT COUNCIL,Mtibwa,38287,19189,19098
MOROGORO,MVOMERO DISTRICT COUNCIL,Kanga,15757,8088,7669
MOROGORO,MVOMERO DISTRICT COUNCIL,Kweuma,5911,3046,2865
MOROGORO,MVOMERO DISTRICT COUNCIL,Mziha,14590,7443,7147
MOROGORO,GAIRO DISTRICT COUNCIL,Chakwale,9744,4698,5046
MOROGORO,GAIRO DISTRICT COUNCIL,Iyogwe,14528,7305,7223
MOROGORO,GAIRO DISTRICT COUNCIL,Idibo,12684,6250,6434
MOROGORO,GAIRO DISTRICT COUNCIL,Kibedya,13082,6310,6772
MOROGORO,GAIRO DISTRICT COUNCIL,Msingisi,10231,4770,5461
MOROGORO,GAIRO DISTRICT COUNCIL,Gairo,12295,5642,6653
MOROGORO,GAIRO DISTRICT COUNCIL,Rubeho,29034,13763,15271
MOROGORO,GAIRO DISTRICT COUNCIL,Italagwe,15979,7886,8093
MOROGORO,GAIRO DISTRICT COUNCIL,Chigela,10065,4746,5319
MOROGORO,GAIRO DISTRICT COUNCIL,Leshata,21804,11623,10181
MOROGORO,GAIRO DISTRICT COUNCIL,Madege,12765,6261,6504
MOROGORO,GAIRO DISTRICT COUNCIL,Magoweko,19823,9450,10373
MOROGORO,GAIRO DISTRICT COUNCIL,Mkalama,12532,6087,6445
MOROGORO,GAIRO DISTRICT COUNCIL,Ukwamani,12901,6074,6827
MOROGORO,GAIRO DISTRICT COUNCIL,Mandege,9625,4695,4930
MOROGORO,GAIRO DISTRICT COUNCIL,Chagongwe,14391,6901,7490
MOROGORO,GAIRO DISTRICT COUNCIL,Chanjale,13952,6811,7141
MOROGORO,GAIRO DISTRICT COUNCIL,Nongwe,12770,6237,6533
PWANI,CHALINZE DISTRICT COUNCIL,Mkange,15151,7644,7507
PWANI,CHALINZE DISTRICT COUNCIL,Miono,22096,10970,11126
PWANI,CHALINZE DISTRICT COUNCIL,Mandera,10933,5529,5404
PWANI,CHALINZE DISTRICT COUNCIL,Kiwangwa,25997,12904,13093
PWANI,CHALINZE DISTRICT COUNCIL,Msata,24088,12733,11355
PWANI,CHALINZE DISTRICT COUNCIL,Kimange,11167,5640,5527
PWANI,CHALINZE DISTRICT COUNCIL,Mbwewe,20114,9917,10197
PWANI,CHALINZE DISTRICT COUNCIL,Kibindu,26588,13990,12598
PWANI,CHALINZE DISTRICT COUNCIL,Lugoba,17192,8472,8720
PWANI,CHALINZE DISTRICT COUNCIL,Msoga,14256,7052,7204
PWANI,CHALINZE DISTRICT COUNCIL,Talawanda,10141,5172,4969
PWANI,CHALINZE DISTRICT COUNCIL,Ubenazomozi,18483,9379,9104
PWANI,CHALINZE DISTRICT COUNCIL,Bwilingu,58071,27597,30474
PWANI,CHALINZE DISTRICT COUNCIL,Pera,13040,6534,6506
PWANI,CHALINZE DISTRICT COUNCIL,Vigwaza,29442,14554,14888
PWANI,KIBAHA DISTRICT COUNCIL,Gwata,5821,2842,2979
PWANI,KIBAHA DISTRICT COUNCIL,Dutumi,6544,3621,2923
PWANI,KIBAHA DISTRICT COUNCIL,Magindu,6785,3326,3459
PWANI,KIBAHA DISTRICT COUNCIL,Soga,10283,5290,4993
PWANI,KIBAHA DISTRICT COUNCIL,Ruvu,4111,2140,1971
PWANI,KIBAHA DISTRICT COUNCIL,Kwala,6066,3066,3000
PWANI,KIBAHA DISTRICT COUNCIL,Kikongo,6463,3277,3186
PWANI,KIBAHA DISTRICT COUNCIL,Mlandizi,13333,6255,7078
PWANI,KIBAHA DISTRICT COUNCIL,Kilangalanga,9984,4784,5200
PWANI,KIBAHA DISTRICT COUNCIL,Janga,15524,7335,8189
PWANI,KIBAHA DISTRICT COUNCIL,Bokomnemela,6871,3494,3377
PWANI,KIBAHA DISTRICT COUNCIL,Mtambani,12427,6530,5897
PWANI,KIBAHA DISTRICT COUNCIL,Mtongani,13484,6396,7088
PWANI,KIBAHA DISTRICT COUNCIL,Kawawa,5671,2864,2807
PWANI,KIBAHA TOWN COUNCIL,Pangani,26061,12821,13240
PWANI,KIBAHA TOWN COUNCIL,Mailimoja,22164,10571,11593
PWANI,KIBAHA TOWN COUNCIL,Tumbi,15461,7329,8132
PWANI,KIBAHA TOWN COUNCIL,Picha ya Ndege,24955,11632,13323
PWANI,KIBAHA TOWN COUNCIL,Mkuza,31482,14605,16877
PWANI,KIBAHA TOWN COUNCIL,Kibaha,23657,10931,12726
PWANI,KIBAHA TOWN COUNCIL,Msangani,12139,6192,5947
PWANI,KIBAHA TOWN COUNCIL,Tangini,20146,9733,10413
PWANI,KIBAHA TOWN COUNCIL,Sofu,7719,3796,3923
PWANI,KIBAHA TOWN COUNCIL,Kongowe,35625,16758,18867
PWANI,KIBAHA TOWN COUNCIL,Misugusugu,14326,7169,7157
PWANI,KIBAHA TOWN COUNCIL,Visiga,19751,9711,10040
PWANI,KIBAHA TOWN COUNCIL,Mbwawa,5846,2909,2937
PWANI,KIBAHA TOWN COUNCIL,Viziwaziwa,6028,2998,3030
PWANI,KISARAWE DISTRICT COUNCIL,Mafizi,10042,5295,4747
PWANI,KISARAWE DISTRICT COUNCIL,Kurui,4345,2298,2047
PWANI,KISARAWE DISTRICT COUNCIL,Mzenga,7240,3635,3605
PWANI,KISARAWE DISTRICT COUNCIL,Vihingo,5245,2783,2462
PWANI,KISARAWE DISTRICT COUNCIL,Kisarawe,11506,5476,6030
PWANI,KISARAWE DISTRICT COUNCIL,Msimbu,18705,9185,9520
PWANI,KISARAWE DISTRICT COUNCIL,Masaki,10590,5456,5134
PWANI,KISARAWE DISTRICT COUNCIL,Kibuta,12981,6676,6305
PWANI,KISARAWE DISTRICT COUNCIL,Kiluvya,24308,11433,12875
PWANI,KISARAWE DISTRICT COUNCIL,Kazimzumbwi,7663,3986,3677
PWANI,KISARAWE DISTRICT COUNCIL,Marumbo,6815,3420,3395
PWANI,KISARAWE DISTRICT COUNCIL,Maneromango,5203,2539,2664
PWANI,KISARAWE DISTRICT COUNCIL,Msanga,7242,3644,3598
PWANI,KISARAWE DISTRICT COUNCIL,Boga,5204,2575,2629
PWANI,KISARAWE DISTRICT COUNCIL,Marui,7962,4170,3792
PWANI,KISARAWE DISTRICT COUNCIL,Chole,9304,4721,4583
PWANI,KISARAWE DISTRICT COUNCIL,Vikumburu,4871,2600,2271
PWANI,Mkuranga District Council,Mkuranga,46867,22219,24648
PWANI,Mkuranga District Council,Tambani,60904,28971,31933
PWANI,Mkuranga District Council,Vikindu,118210,55782,62428
PWANI,Mkuranga District Council,Vianzi,23739,11702,12037
PWANI,Mkuranga District Council,Kiparang'anda,14153,6804,7349
PWANI,Mkuranga District Council,Mwandege,67866,32228,35638
PWANI,Mkuranga District Council,Mipeko,25167,12374,12793
PWANI,Mkuranga District Council,Tengelea,13649,6670,6979
PWANI,Mkuranga District Council,Nyamato,15111,7796,7315
PWANI,Mkuranga District Council,Kimanzichana,23519,10905,12614
PWANI,Mkuranga District Council,Mkamba,11888,5771,6117
PWANI,Mkuranga District Council,Panzuo,10281,5254,5027
PWANI,Mkuranga District Council,Bupu,8046,4056,3990
PWANI,Mkuranga District Council,Mwarusembe,16815,8077,8738
PWANI,Mkuranga District Council,Beta,7515,3750,3765
PWANI,Mkuranga District Council,Kisegese,10878,5675,5203
PWANI,Mkuranga District Council,Mbezi,8215,4169,4046
PWANI,Mkuranga District Council,Shungubweni,3796,2029,1767
PWANI,Mkuranga District Council,Kisiju,8101,3963,4138
PWANI,Mkuranga District Council,Magawa,5225,2691,2534
PWANI,Mkuranga District Council,Kitomondo,5746,2841,2905
PWANI,Mkuranga District Council,Lukanga,12754,6275,6479
PWANI,Mkuranga District Council,Njianne,4902,2446,2456
PWANI,Mkuranga District Council,Msonga,3482,1823,1659
PWANI,Mkuranga District Council,Dondo,6204,3212,2992
PWANI,RUFIJI DISTRICT COUNCIL,Utete,6629,3252,3377
PWANI,RUFIJI DISTRICT COUNCIL,Mkongo,8543,4312,4231
PWANI,RUFIJI DISTRICT COUNCIL,Ngorongo,10044,4999,5045
PWANI,RUFIJI DISTRICT COUNCIL,Mwaseni,16784,12108,4676
PWANI,RUFIJI DISTRICT COUNCIL,Kipugira,8495,4238,4257
PWANI,RUFIJI DISTRICT COUNCIL,Chemchem,7747,3853,3894
PWANI,RUFIJI DISTRICT COUNCIL,Ngarambe,2311,1229,1082
PWANI,RUFIJI DISTRICT COUNCIL,Ikwiriri,13244,6320,6924
PWANI,RUFIJI DISTRICT COUNCIL,Mgomba,16120,7813,8307
PWANI,RUFIJI DISTRICT COUNCIL,Umwe,23383,11007,12376
PWANI,RUFIJI DISTRICT COUNCIL,Mohoro,21077,10440,10637
PWANI,RUFIJI DISTRICT COUNCIL,Chumbi,8664,4402,4262
PWANI,RUFIJI DISTRICT COUNCIL,Mbwara,16865,8352,8513
PWANI,Mafia District Council,Kanga,4516,2260,2256
PWANI,Mafia District Council,Kirongwe,7869,4061,3808
PWANI,Mafia District Council,Baleni,6091,3016,3075
PWANI,Mafia District Council,Ndagoni,7296,3936,3360
PWANI,Mafia District Council,Kilindoni,25680,12639,13041
PWANI,Mafia District Council,Miburani,5060,2540,2520
PWANI,Mafia District Council,Kiegeani,5335,2613,2722
PWANI,Mafia District Council,Jibondo,4333,2155,2178
PWANI,KIBITI DISTRICT COUNCIL,Dimani,9581,5181,4400
PWANI,KIBITI DISTRICT COUNCIL,Kibiti,29533,13847,15686
PWANI,KIBITI DISTRICT COUNCIL,Mtawanya,16289,8270,8019
PWANI,KIBITI DISTRICT COUNCIL,Bungu,31775,15268,16507
PWANI,KIBITI DISTRICT COUNCIL,Mjawa,20839,9914,10925
PWANI,KIBITI DISTRICT COUNCIL,Mwambao,7232,3812,3420
PWANI,KIBITI DISTRICT COUNCIL,Mahege,8430,4206,4224
PWANI,KIBITI DISTRICT COUNCIL,Mchukwi,10214,5380,4834
PWANI,KIBITI DISTRICT COUNCIL,Mlanzi,8648,4434,4214
PWANI,KIBITI DISTRICT COUNCIL,Salale,10737,5531,5206
PWANI,KIBITI DISTRICT COUNCIL,Mtunda,12603,6494,6109
PWANI,KIBITI DISTRICT COUNCIL,Ruaruke,11283,5658,5625
PWANI,KIBITI DISTRICT COUNCIL,Msala,4473,2315,2158
PWANI,KIBITI DISTRICT COUNCIL,Maparoni,2216,1153,1063
PWANI,KIBITI DISTRICT COUNCIL,Mbuchi,6555,3272,3283
PWANI,KIBITI DISTRICT COUNCIL,Kiongoroni,5230,2672,2558
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Kigogo,45291,22681,22610
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mzimuni,20940,10433,10507
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Magomeni,15241,7629,7612
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Ndugumbi,32862,16102,16760
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Tandale,43374,21904,21470
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Kijitonyama,39932,19018,20914
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Kinondoni,17337,8380,8957
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Hananasif,27615,13281,14334
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mwananyamala,38645,18748,19897
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Makumbusho,52347,25876,26471
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Makongo,35567,16991,18576
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mbezi Juu,51485,24336,27149
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Wazo,153013,73027,79986
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mabwepande,66794,32280,34514
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Bunju,92587,44190,48397
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mbweni,25970,12502,13468
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Kunduchi,89814,43232,46582
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Kawe,67675,32154,35521
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Mikocheni,25433,12076,13357
DAR ES SALAAM,KINONDONI MUNICIPAL COUNCIL,Msasani,40406,19985,20421
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kariakoo,10246,5276,4970
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Jangwani,13793,7326,6467
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Gerezani,5786,2869,2917
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kisutu,6364,3187,3177
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Mchafukoge,7999,4159,3840
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Upanga Mashariki,9317,4467,4850
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Upanga Magharibi,11845,5593,6252
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kivukoni,4045,2050,1995
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Ilala,23787,11858,11929
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Mchikichini,19076,10260,8816
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Vingunguti,66342,33704,32638
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kipawa,72577,35175,37402
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Buguruni,47278,23746,23532
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kiwalani,40049,19796,20253
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Mnyamani,37516,18682,18834
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Minazi Mirefu,27635,14000,13635
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Tabata,59555,28486,31069
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kinyerezi,62480,29067,33413
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Segerea,44831,21404,23427
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kimanga,50340,23602,26738
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Liwiti,40399,19070,21329
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Bonyokwa,26516,12498,14018
DAR ES SALAAM,DAR ES SALAAM CITY COUNCIL,Kisukuru,40279,18983,21296
